RegionName,City,State,Metro,CountyName,SizeRank,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
Journal Square,Jersey City,NJ,New York-Newark-Jersey City,Hudson County,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544000,499000,532000,529000,479000,513250,499000,499000,513250,523500,539999.5,539999,527054.5,499000,499000,499000,499000,499000,515000,499999.5,499000,5.00E+05,514900,532000
Highland Hills,San Antonio,TX,San Antonio-New Braunfels,Bexar County,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140000,137000,130000,120000,120000,139000,139000,137894,126950,129900,134999,128800,127917.5,132000,129949.5,129999.5,135000,138500,136000,137000,140000,140000,140000,147000,144500,140000
Meridian Avenue Corridor,Oklahoma City,OK,Oklahoma City,Oklahoma County,375,92500,91500,96750,90000,91500,99900,94900,97400,97500,98500,101200,95450,99500,104000,105000,104000,118450,117500,118000,118500,115000,119000,115000,120000,123900,124999,124500,119500,119650,117250,127500,129900,116250,114900,110200,114500,108250,125000,122500,120000,130000,125500,123400,130000,124900,125000,129000,129000,125500,127500,125500,125000,125000,125000,125000,119600,125000,135000,134600
Los Feliz,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847000,1825000,1895000,1800000,1799000,1699000,1650000,1675000,1624000,1798800,1749000,1800000,1829500,1795000,1770000,1790000,1869000,1949000,1949500
Eastex - Jensen Area,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,117500,121350,124500,129875,130000,130000,124500,130000,124500,130000,140000,145000,145000,167745,159950,159900
West Valley,Boise,ID,Boise City,Ada County,378,184700,179900,179900,184400,186900,195000,199245,209000,204900,211200,204900,217945,214900,211990,219850,220000,229900,229900,219950,214900,214900,215000,229250,224900,227450,227400,222900,235450,234250,234900,239900,240000,244900,229900,237500,249900,259450,259900,254900,264950,259900,265900,264900,259949.5,258699.5,274950,271900,279900,279000,264900,273500,274990,279900,294900,294450,294900,299900,299000,330000
Snacks-Guion Creek,Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,379,109900,109900,114950,117000,119000,119900,119900,117500,115000,114700,112250,112900,110000,112000,112000,116500,124900,124900,121000,119900,123000,124950,120000,117450,116950,119900,122200,120000,124999.5,125000,124900,117500,125000,129900,124700,125000,125000,129900,134900,137950,145000,145000,147000,145000,149900,150000,149900,147500,145000,145000,147000,145450,149900,156000,155000,154900,150950,154900,159900
College Point,New York,NY,New York-Newark-Jersey City,Queens County,380,549000,549000,558000,547000,559000,598000,589000,608500,577500,589000,584500,620000,6.00E+05,599000,633500,629000,618000,6.00E+05,638000,648000,648444,659000,659000,708888,725000,698500,748888,750000,699000,750000,750000,799000,829000,858944,848888,848000,828000,799000,783944,769000,769000,777500,778000,788000,790000,762000,742000,748000,729000,729000,728888,749000,738500,748888,732000,708888,699000,750500,770000
Rhawnhurst,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,381,179000,179900,179900,178500,174000,175000,175000,169700,174500,169900,172200,169450,169000,177450,180000,180000,179900,179900,184495,189000,184742.5,184900,184900,182195,189000,189000,189500,190700,190000,199999,199900,204950,204900,204900,189900,199945,199450,210000,214900,210000,219450,222400,219000,227800,229900,229900,229900,235000,235000,217500,231950,234499.5,235000,239900,240000,237000,229900,227500,229000
North Austin,Austin,TX,Austin-Round Rock,Travis County,382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289000,307500,307500,307500,320000,291750,295250,286950,284950,285000,285000,287000,3.00E+05,298500,299500,3.00E+05,294500,307249.5,315000,303950,296000,319900,322444
Wrigley,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,383,408000,425000,390000,385000,395000,449500,450000,449700,452500,460000,457902.5,469750,459500,469000,472450,485000,485000,488950,484450,495000,495000,495000,480000,472500,490000,499000,510000,5.00E+05,499999,510000,499949.5,509000,532000,547200,549900,547499.5,541750,506000,544700,554499.5,559500,552499.5,549999,546500,554900,549999,546250,537000,544500,549999,550000,575000,599450,599900,599000,584950,592000,584950,586970
Forest Park,Springfield,MA,Springfield,Hampden County,384,129900,129900,129900,127200,129800,133450,132900,129900,128450,129949.5,127900,126949.5,125499.5,134950,139200,139650,139900,140950,147450,147450,146250,139000,149450,129900,134950,136500,136450,149900,158240,161850,162550,151300,154900,156000,156000,154900,154900,156200,156750,157500,157500,160000,159000,169900,169900,168900,165000,159950,159900,157000,159900,165000,174700,174650,179449.5,178706.5,174900,174900,169700
Nevada-Lidgerwood,Spokane,WA,Spokane-Spokane Valley,Spokane County,385,109000,114150,114425,113000,112900,114999.5,119900,123200,118700,120400,119900,120000,120000,122250,119950,129000,127000,129999,133000,131000,130000,128000,128750,123900,124000,119500,125000,136000,139143,133500,132500,135000,138000,136000,138571.5,131071,136758.5,139315,142450,150000,149900,149950,157725,160000,160000,160000,165000,159450,155000,156000,169900,172400,175000,175000,179000,180000,189000,179500,175000
West Pullman,Chicago,IL,Chicago-Naperville-Elgin,Cook County,386,,,,,,,,,,,,56700.5,58450,55950,54500,59900,67000,69000,61800,57000,55000,59632.5,60000,60000,55500,58999.5,60000,60000,68000,69805,60000,60000,61000,66852,65000,69900,66591,69900,69000,75000,80000,80000,75360.5,74900,74900,80000,85000,85900,89000,89800,89900,90000,90000,90000,92461,95000,94827,95000,95000
Valley Village,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,387,,,,,,,,,,,,,,,,849000,849000,849000,852990,875000,864630.5,875000,875000,875900,888900,864000,849000,849000,857000,865000,899000,890000,892000,972500,994250,996500,929000,939450,925000,950000,950000,936000,936000,899900,899000,894000,867900,899000,889000,843265,889000,899000,885900,895000,895000,885900,897000,899000,895000
Tujunga,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,388,529000,499250,526000,525000,499500,499250,504500,5.00E+05,499950,527000,549450,565000,549950,543750,549000,549000,538500,549000,549000,532000,539000,545000,545000,552500,552500,595000,599900,629499.5,625000,595000,599000,599000,579000,569965,549000,579000,573500,579000,582000,599000,599000,619000,599000,618000,625000,672450,659000,642000,625000,625000,632000,665000,679900,675000,649000,667500,647473,649946,639000
Northwest Colorado Springs,Colorado Springs,CO,Colorado Springs,El Paso County,389,344900,355000,339950,339950,352500,349000,355900,350000,349000,340000,337450,339900,359900,339950,357950,359900,350000,357000,356250,340000,340000,339900,342200,358000,367450,362900,385000,389950,385000,390000,385000,385000,389900,395000,394900,397449.5,372250,384900,380000,399900,399000,380000,375000,389000,385000,364900,380000,370000,379000,392450,399450,415000,411450,405000,404900,414950,415000,405000,405000
Spring Branch East,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,390,606261,642240,636253,601816,567250,565000,580000,525000,519900,571025,589450,599000,550000,567050,569000,599000,599000,612250,599000,579475,582500,595000,604999.5,609999,599994.5,599990,599000,622950,619000,624900,619000,589900,574950,565000,574900,599000,650000,615000,621950,599949.5,589471,585000,587000,575000,572450,549000,535000,525000,499000,499000,512500,542000,549000,525000,532000,499900,498989,499000,475000
McCully-Moiliili,Honolulu,HI,Urban Honolulu,Honolulu County,391,355000,358000,365000,4.00E+05,418000,419000,420000,420000,412500,429500,442500,469000,484500,420000,459000,507000,474500,442500,399000,428000,412000,432000,427000,420000,419000,405000,415000,442500,450000,450000,445900,425000,425000,425000,427000,425000,429000,428888,425000,429000,434000,429000,420000,438000,449000,435000,425000,415000,425000,425000,425000,429000,429000,425000,419444,402450,399000,399000,405000
Prospect Hill,San Antonio,TX,San Antonio-New Braunfels,Bexar County,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127900,127900,125000,130950,128425,120000,120000,119000,119000,120000,131750,125000,125000,119999.5,119900,118450,106900,113450,120000,125000,122500,110000,108000,125000,113000,117000,110000
Reynolds Corners,Toledo,OH,Toledo,Lucas County,393,73600,70950,75999,73950,77950,78500,84500,84900,84900,84900,80950,84950,84900,84900,89900,91000,94950,94750,89900,89900,88900,89900,91400,89900,87200,84900,84900,84950,96500,86400,87900,79900,79900,84900,79900,75497.5,84900,84900,84900,84999,89500,92700,90000,89900,88200,85450,85950,88500,84900,88000,88200,89900,92000,93200,94888,104450,99900,98450,94838.5
North End,Saint Paul,MN,Minneapolis-St. Paul-Bloomington,Ramsey County,394,124950,128450,124000,124950,129900,134950,139900,129900,129900,129900,124900,124950,129450,129450,129900,145000,155000,149900,149950,158700,155000,155000,150000,138700,149000,149950,152000,159900,169900,165000,162466,159900,159900,159900,159900,168700,169900,152750,174900,172500,167450,166450,175000,169900,169900,166950,175000,170000,173900,170000,176950,174900,190000,184900,177450,177950,185000,179000,179950
Howard Beach,New York,NY,New York-Newark-Jersey City,Queens County,395,,,,,,,,,,,,,,,,,,,,317000,319000,310000,310000,319000,329500,359000,317000,349000,359000,359000,354499.5,369000,377000,390000,379999,344500,355000,360000,314250,284999,329000,365000,409000,355000,325000,349900,347499.5,385000,359999,359999,339000,369999,397500,399900,429000,394900,424999.5,393944,427000
Flatiron District,New York,NY,New York-Newark-Jersey City,New York County,396,2300000,2150000,2490000,2595000,2595000,2545000,2595000,2650000,2650000,2750000,2850000,2850000,2932500,2907000,2775000,2829995,2692500,2497500,2495000,2545000,2500000,2495000,2695000,2800000,2895000,2916000,2870000,2750000,2750000,2875000,2750000,2701500,2562500,2682500,2550000,2539990,2750000,2475000,2437750,2362500,2387500,2300000,2250000,2360000,2345000,2390000,2424500,2495000,2495000,2495000,2495000,2495000,2495000,2404500,2399000,2395000,2250000,2250000,2449000
Southwest Ada County,Boise,ID,Boise City,Ada County,397,205000,214700,212250,225990,224900,229900,225000,219990,224900,229900,235670,235000,239900,226572,239000,237200,244990,245000,252340,249900,249945,248990,247500,247000,249500,259450,254000,260495,268450,267900,279450,279900,272400,274900,274900,285000,280000,280000,285000,290000,299900,290000,312150,314900,299900,314900,309900,324990,314900,316999.5,334700,334000,344900,339900,341900,329900,324900,324900,319900
Indian River,Chesapeake,VA,Virginia Beach-Norfolk-Newport News,Chesapeake City,398,179888,179888,179900,185000,185000,181200,184500,175000,175000,178000,177500,172000,174750,174000,175000,170950,169900,175000,175000,175000,178999.5,179900,175000,186000,188888,199450,199850,211200,209900,204900,203870,210000,209000,206100,209000,199900,197950,195000,206750,206200,205900,195150,199000,194950,185000,192500,195000,195000,194000,194500,195000,209000,210000,224900,224949.5,218000,209560,219000,220250
Jones Creek,Baton Rouge,LA,Baton Rouge,East Baton Rouge Parish,399,179900,184900,204999.5,218900,209950,199900,195450,202450,198000,197450,192000,189750,188700,185000,2.00E+05,195350,214900,205000,215000,199900,199900,2.00E+05,209900,219900,225000,190000,217900,215852,189250,199000,217700,210000,224000,225000,228700,220000,224900,219900,225250,227900,219950,219900,212900,212900,210000,189900,184900,186950,199900,201949.5,215000,215000,215000,215000,214950,212400,204765,208527,205900
Rosedale,New York,NY,New York-Newark-Jersey City,Queens County,400,415000,419995,422500,420000,429990,399000,399999,405000,425000,447000,438500,438500,459000,498250,499000,479999,484499.5,459900,475000,490000,499000,499000,479999,485000,494499.5,499999,504999,499000,494500,479949.5,485000,479000,486944,485000,474900,479990,489000,471950,475000,479000,499000,499000,528999,529000,528999.5,507499.5,522444,527000,529000,539990,539995,537000,539495,529999,529990,537000,529990,529000,539444
Meadowview,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,401,169900,169900,179500,179700,179000,179000,182450,185000,189900,190000,189888,186400,189900,203000,205000,222500,215000,220000,225615,225307.5,229500,230000,225000,225000,225000,225000,219450,225000,242450,245000,244450,245000,245000,245000,245000,245000,245000,249900,249900,256750,265600,265000,268500,265000,264450,264900,266900,267000,265000,265000,269000,269900,269990,275000,275450,279900,275000,278000,279000
Westgate Hts,Albuquerque,NM,Albuquerque,Bernalillo County,402,124900,119900,128000,123900,121900,129900,130000,132000,134900,129900,129900,125000,127900,129000,132638.5,132900,132000,134900,135000,130000,129900,134000,134000,130000,129950,132000,134900,133900,135000,139000,135000,137500,138000,144900,147500,149450,153297.5,155500,159900,159900,155000,160000,159450,165000,160000,159900,159900,159950,156450,154950,154000,153000,165000,165825,161500,157950,163000,159750,163000
Pocket,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,403,377475,382450,377450,394499.5,398500,385000,369500,361200,354500,342000,345000,337950,349000,359500,391000,389500,399250,379000,369450,359900,360000,380000,393215,422500,399450,387494,379000,399900,419000,414950,415000,418500,418994,412500,408000,424750,428500,435000,442250,462000,442450,445000,465000,464944,469000,459450,449250,445000,479900,457394,471950,467450,475000,459500,468000,468500,461944,454500,450000
Northside Village,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,404,189000,184000,175000,164900,169949.5,174949.5,180000,192450,212000,217450,202500,219900,223500,219950,234900,239000,239900,239450,239450,239900,242400,249900,249900,259900,262450,264900,274900,265000,279000,279900,279900,274900,274900,275000,289000,289900,289000,289000,289990,299900,316000,319900,329900,324900,329000,324500,349900,349900,344500,330000,329000,330000,329950,329900,328000,325000,315000,319900,328999
Marine Park,New York,NY,New York-Newark-Jersey City,Kings County,405,489000,494000,549000,549500,599000,604450,624000,599000,599000,629000,629000,624000,634000,629000,619000,612000,604000,629000,639000,649000,659000,682000,676450,685000,682000,655000,669000,652000,649000,679000,679000,689000,699444,699888,698500,698500,699888,699888,699999,739000,699999,699000,694000,689000,699000,719000,719000,738000,738000,738000,738000,744000,749000,749000,720000,696500,694000,688000,688000
South Boulevard-Park Row Historic,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165100,167000,167000,167000,174625,168950,167000,168900,159900,159900,159900,169000,160000,159900,160739,157911.5,157500,155900,156000
South Natomas,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,407,,,,,,,,,,,,,239500,239000,240000,238900,244200,245000,252000,250000,250000,254000,256000,259500,259500,262000,269000,274700,292000,279000,279000,275000,278500,279000,279000,285000,295000,295000,297450,310450,307950,299900,301500,305000,309250,302500,303806,309800,3.00E+05,3.00E+05,307000,3.00E+05,309900,313000,319000,315000,319000,319894,319000
Pelham Gardens,New York,NY,New York-Newark-Jersey City,Bronx County,408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489900,525000,499000,499499.5,544500,559000,527000,529000,549000,525000,525000,528000,565000,575000,528000,549000,549000,569000,554500,542500,569000
Lawndale,Philadelphia,PA,Philadelphia-Camden-Wilmington,Philadelphia County,409,113500,113500,114900,119900,119900,119400,113420,110000,119000,124900,118500,119450,115000,116950,116200,116500,119900,121950,124900,119000,119000,119900,120000,119900,124900,122500,124949.5,120000,127900,128450,129450,130000,125900,133000,129900,124900,123700,129900,128950,139900,129900,133450,139450,138900,135000,130750,135000,133000,134700,139950,145000,144900,144900,143330,139900,139900,139900,138900,140000
